Lectio brevis (Cf. Is 10, 24. 27);Lecture brève (Cf. Is 10, 24. 27)
Hæc dicit Dóminus Deus exercítuum: «Noli timére, pópulus meus habitátor Sion. In die illa auferétur onus de úmero tuo et iugum de collo tuo».;"Ainsi parle le Seigneur Dieu des armées: ""Ne crains rien, ô mon peuple, qui habite Sion. Il arrivera en ce jour-là: Le fardeau sera ôté de ton épaule; et son joug de dessus ton cou."
