Lectio brevis (Is 49, 6);Lecture brève (Is 49, 6)
Dixit mihi Dóminus: «Parum est ut sis mihi servus ad suscitándas tribus Iacob et relíquias Israel reducéndas: dabo te in lucem géntium, ut sit salus mea usque ad extrémum terræ» ;"Le Seigneur m'a dit: ""C'est peu que tu sois mon Serviteur ; pour rétablir les tribus de Jacob et pour ramener les préservés d'Israël ; je t'établirai lumière des nations, pour que mon salut arrive jusqu'aux extrémités de la terre."""
