Lectio brevis (Soph 3, 14. 15b);Lecture brève  (Soph 3, 14. 15b)
Lauda, fília Sion, iubiláte, Israel! Lætáre et exsúlta in omni corde, fília Ierúsalem! Rex Israel Dóminus in médio tui.;Pousse des cris de joie, fille de Sion ! Pousse des cris d'allégresse, Israël ! Réjouis-toi et triomphe de tout ton coeur, fille de Jérusalem ! Le roi d'Israël, le Seigneur, est au milieu de toi !
