Lectio brevis (Gal 1, 15-16a. 17b-18a);Lecture brève (Gal 1, 15-16a. 17b-18a)
Cum plácuit Deo, qui me segregávit de útero matris meæ et vocávit per grátiam suam, ut reveláret Fílium suum in me, ut evangelizárem illum in géntibus, ábii in Arábiam et íterum revérsus sum Damáscum. Deínde post annos tres ascéndi Hierosólymam vidére Cepham.;
