Lectio brevis (Is 48, 20);Lecture brève (Is 48, 20)
"In voce exsultatiónis annuntiáte; audítum fácite hoc, efférte illud usque ad extréma terræ, dícite: «Redémit Dóminus servum suum Iacob».";"Publiez-le, proclamez-le, faites-le savoir jusqu'à l'extrémité de la terre! Dites: ""Le Seigneur a racheté son serviteur Jacob ! """
