Lectio brevis (1 Io 4, 16);Lecture brève (1 Io 4, 16)
Nos, qui credídimus, cognóvimus caritátem, quam habet Deus in nobis. Deus cáritas est, et qui manet in caritáte, in Deo manet, et Deus in eo manet.;"Nous avons connu l'amour que Dieu a pour nous, et nous y avons cru. Dieu est amour; et celui qui demeure dans l'amour demeure en Dieu, et Dieu demeure en lui."
