"Lectio brevis (Sap 7, 27a; 8, 1)";"Lecture brève (Sap 7, 27a; 8, 1)"
"Sapiéntia Dei, cum sit una, ómnia potest; et in se pérmanens ómnia ínnovat. Attíngit a fine usque ad finem fórtiter et dispónit ómnia suáviter.";"Comme elle est unique, la Sagesse de Dieu peut tout; et sans sortir d'elle-même, elle renouvelle l'univers. Elle déploie sa vigueur d'un bout du monde à l'autre, elle gouverne l'univers avec douceur."
