Lectio brevis (Os 5, 15d - 6, 2);Lecture brève  (Os 5, 15d - 6, 2)
Hæc dicit Dóminus: In tribulatióne sua me desíderent. Veníte, et revertámur ad Dóminum, quia ipse lacerávit et sanábit nos, percússit et curábit nos. Vivificábit nos post duos dies, in die tértia suscitábit nos, et vivémus in conspéctu eius.;"Voici ce que dit le Seigneur : dans leur détresse, ils se mettront en quête de moi."" Venez, retournons vers le Seigneur. C'est lui qui a déchiré et c'est lui qui nous guérira, il a frappé et il pansera nos plaies. Au bout de deux jours, il nous aura rendu la vie, au troisième jour, il nous aura relevés et nous vivrons en sa présence."
