Lectio brevis (Cf. Tob 14, 6-7);Lecture brève (Cf. Tob 14, 6-7)
Et omnes natiónes in tota terra converténtur et timébunt Deum vere et relínquent omnes idóla sua. Et benedícent Deo ætérno in iustítia. Omnes fílii Israel, qui liberabúntur in diébus illis, mémores Dei in veritáte, colligéntur et vénient in Ierúsalem. Et gaudébunt, qui díligunt Deum in veritáte.;Tous, dans toutes les nations de la terre entière, reviendront et craindront Dieu en toute vérité. Tous abandonneront leurs idoles et ils béniront le Dieu des siècles dans la justice. Tous les fils d'Israël qui seront sauvés en ces jours-là, pour s'être souvenus de Dieu en vérité, se rassembleront et viendront à Jérusalem. Ceux qui aiment Dieu en vérité seront dans la joie.
