Lectio brevis (Ex 33, 9. 11a);Lecture brève (Ex 33, 9. 11a)
"Ingrésso Móyse tabernáculum, descendébat colúmna nubis et stabat ad óstium; loquebatúrque cum Móyse. Loquebátur autem Dóminus ad Móysen fácie ad fáciem, sicut solet loqui homo ad amícum suum.";"Dès que Moïse était entré dans la tente, la colonne de nuée descendait et se tenait à l'entrée de la tente, et le Seigneur parlait avec Moïse. Tout le peuple voyait la colonne de nuée qui se tenait à l'entrée de la tente; et tout le peuple se levait, et chacun se prosternait à l'entrée de sa tente. Et le Seigneur parlait à Moïse face à face, comme un homme parle à son ami. "
