Lectio brevis (Deut 1 , 31b);Lecture brève (Phil 2, 2b-4)
Portávit te Dóminus Deus tuus, ut solet homo gestáre párvulum fílium suum, in omni via, per quam ambulástis.;Le Seigneur t'a porté comme un homme porte son fils, tout au long de la route que tu as parcourue.
