Lectio brevis (1 P 1, 13-14);Lecture brève (1 P 1, 13-14)
Propter quod succincti lumbos mentis vestrae, sobrii, perfecte sperate in eam, quae offertur vobis, gratiam in revelatione Iesu Christi. Quasi filii oboedientiae, non configurati prioribus in ignorantia vestra desideriis.;C'est pourquoi, ayant ceint les reins de votre esprit, soyez sobres, et tournez toute votre espérance vers cette grâce qui vous sera apportée le jour où Jésus-Christ paraîtra. Comme des enfants obéissants, ne vous conformez plus aux convoitises que vous suiviez autrefois, au temps de votre ignorance.
