Lectio brevis (Act 10, 37-38);Lecture brève (Act 10, 37-38)
Vos scitis quod factum est verbum per univérsam Iudæam incípiens a Galilæa post baptísmum, quod prædicávit Ioánnes: Iesum a Názareth, quómodo unxit eum Deus Spíritu Sancto et virtúte, qui pertransívit benefaciéndo et sanándo omnes oppréssos a Diábolo, quóniam Deus erat cum illo. ;Vous savez, vous, la chose qui s'est passée dans toute la Judée, commençant par la Galilée après le baptême que Jean a prêché, comment Dieu a oint de l'Esprit-Saint et de puissance Jésus de Nazareth, qui alla de lieu en lieu, faisant du bien et guérissant tous ceux qui étaient sous l'empire du diable, car Dieu était avec lui. 
