Lectio brevis (1 Cor 4, 5);Lecture brève (1 Cor 4, 5)
Nolíte ante tempus quidquam iudicáre quoadúsque véniat Dóminus, qui et illuminábit abscóndita tenebrárum et manifestábit consília córdium. Et tunc laus erit unicuíque a Deo. ;C'est pourquoi ne jugez de rien avant le temps jusqu'à ce que vienne le Seigneur : il mettra en lumière ce qui est caché dans les ténèbres et manifestera les desseins des coeurs, et alors chacun recevra de Dieu la louange qui lui est due. 
