Lectio brevis (Col 1, 13-15);Lecture brève (Col 1, 13-15)
Erípuit nos Deus de potestáte tenebrárum et tránstulit in regnum Fílii dilectiónis suæ in quo habémus redemptiónem, remissiónem peccatórum, qui est imágo Dei invisíbilis, primogénitus omnis creatúræ.;En nous délivrant, Dieu, de la puissance des ténèbres, pour nous transporter dans le royaume de son Fils bien-aimé, par le sang duquel nous avons la rédemption, la rémission des péchés. Il est l'image du Dieu invisible, né avant toute créature.
