Lectio brevis (Eph 4, 15-16);Lecture brève (Eph 4, 15-16)
Veritátem faciéntes in caritáte crescámus in illum per ómnia, qui est caput Christus, ex quo totum corpus compáctum et conéxum per omnem iunctúram subministratiónis secúndum operatiónem in mensúra uniuscuiúsque partis augméntum córporis facit in ædificatiónem sui in caritáte. ;Confessant la vérité, nous continuions à croître à tous égards dans la charité en union avec celui qui est le chef, le Christ. 16 C'est de lui que tout le corps, coordonné et uni par les liens des membres qui se prêtent un mutuel secours et dont chacun opère selon sa mesure d'activité, grandit et se perfectionne dans la charité.
