Lectio brevis (2 Cor 13, 4);Lecture brève (2 Cor 13, 4)
Etsi crucifíxus est Christus ex infirmitáte, sed vivit ex virtúte Dei. Nam et nos infírmi sumus in illo, sed vivémus cum eo ex virtúte Dei.;Certes le Christ a été crucifié dans sa faiblesse, mais il est vivant par la puissance de Dieu. Et nous aussi sommes faibles avec lui, mais nous serons vivants avec lui par la puissance de Dieu envers vous.
