Lectio brevis (Hebr 1, 1-2);Lecture brève (He 1, 1-2)
Multifáriam et multis modis olim Deus locútus pátribus in prophétis, in novíssimis his diébus locútus est nobis in Fílio, quem constítuit herédem universórum, per quem fecit et sæcula.;Après avoir, à plusieurs reprises et en diverses manières, parlé autrefois à nos pères par les Prophètes, Dieu, dans ces derniers temps, nous a parlé par le Fils, qu'il a établi héritier de toutes choses, et par lequel il a aussi créé le monde.
