Lectio brevis (Is 44, 21-22);Lecture brève (Is 44, 21-22)
"Meménto quóniam servus meus es tu; formávi te, servus meus es tu, Israel, non decípies me. Delévi ut nubem iniquitátes tuas et quasi nébulam peccáta tua; revértere ad me, quóniam redémi te.";"Souviens que tu es mon serviteur ; je t'ai formé pour mon serviteur, ô Israël, tu ne seras pas oublié de moi! J'ai effacé tes transgressions comme une image; et tes péchés comme une nuée : reviens à moi, car je t'ai racheté. "
