Lectio brevis (Cf. Eph 1, 10b-12 a);Lecture brève (Cf. Eph 1, 10b-12 a)
In Christo, in quo étiam sorte vocáti sumus, prædestináti secúndum propósitum eius, qui ómnia operátur secúndum consílium voluntátis suæ, ut simus in laudem glóriæ eius.;C'est dans le Christ que nous avons été élus, ayant été prédestinés suivant la résolution de celui qui opère toutes choses d'après le conseil de sa volonté, pour que nous servions à la louange de sa gloire.
