Lectio brevis (Os 5, 15d - 6, 2);Lecture brève (Os 5, 15d - 6, 2)
Hæc dicit Dóminus: In tribulatióne sua me desíderent. Veníte, et revertámur ad Dóminum, quia ipse lacerávit et sanábit nos, percússit et curábit nos. Vivificábit nos post duos dies, in die tértia suscitábit nos, et vivémus in conspéctu eius.;"Voici ce que dit le Seigneur : dans leur détresse, ils me rechercheront. Venez et retournons au Seigneur ; car c'est lui lui a déchiré, il nous guérira; il frappe mais il bandera nos plaies. Après deux jours, il nous fera revivre; le troisième jour, il nous relèvera, et nous vivrons devant lui. "
