Lectio brevis (Is 45, 13);Lecture brève (Is 45, 13)
"Suscitávi eum in iustítia et omnes vias eius dírigam; ipse ædificábit civitátem meam et captivitátem meam dimíttet, non in prétio neque in munéribus, dicit Dóminus exercítuum.";C'est moi qui l'ai suscité dans ma justice, et j'aplanis toutes ses voies. C'est lui qui rebâtira ma ville, et renverra mes captifs, sans rançon ni présents, dit Yahweh des armées.
