Lectio brevis (Ap 1, 17c-18);Lecture brève (Ap 1, 17c-18)
Vidi Fílium hóminis, qui dixit mihi: Noli timére! Ego sum primus et novíssimus, et vivens et fui mórtuus et ecce sum vivens in sæcula sæculórum et hábeo claves mortis et inférni.;"J'ai vu le Fils de l'Homme, qui m'a dit : Ne crains point; je suis le Premier et le Dernier, et le Vivant; j'ai été mort, et voici que je suis vivant aux siècles des siècles : je tiens les clefs de la mort et de l'enfer."
