Lectio brevis (Eph 2, 8-9);Lecture brève (Eph 2, 8-9)
"Grátia estis salváti per fidem; et hoc non ex vobis, Dei donum est: non ex opéribus, ut ne quis gloriétur.";"C'est par la grâce que vous avez été sauvés, au moyen de la foi; et cela ne vient pas de vous, puisque c'est un don de Dieu. Ce n'est point par les oeuvres, afin que nul ne se glorifie.."
