Lectio brevis (Is 60, 4a-5);Lecture brève (Is 60, 4a-5)
Fílii tui, Ierúsalem, de longe véniunt et fíliæ tuæ in ulnis gestántur. Tunc vidébis et illumináberis, et palpitábit et dilatábitur cor tuum, quia cónfluet ad te multitúdo maris, fortitúdo géntium véniet tibi. ;"Tes fils, Jérusalem, viennent de loin, et tes filles sont portées sur les bras. Tu le verras alors, et tu seras radieuse; ton c&oelig;ur tressaillira et se dilatera; car les richesses de la mer se dirigeront vers toi, les trésors des nations viendront à toi."
