Lectio brevis (Zac 1, 3b-4b);Lecture brève (Zac 1, 3b-4b)
"Convertímini ad me, ait Dóminus exercítuum; et convértar ad vos. Ne sitis sicut patres vestri, ad quos clamábant prophétæ prióres dicéntes: Convertímini de viis vestris malis et de cogitatiónibus vestris malis; et non audiérunt.";Revenez à moi, dir le Seigneur des armées, et je reviendrai à vous. Ne soyez pas comme vos pères, auxquels ont prêché les premiers prophètes en disant : Revenez donc de vos mauvaises voies, et de vos mauvaises actions et qui n'ont pas écouté. 
