Lectio brevis (Cf.Ez 34, 15-16);Lecture brève (Cf.Ez 34, 15-16)
Ego pascam oves meas et ego eas accubáre fáciam, dicit Dóminus Deus. Quod períerat, requíram et, quod confráctum fúerat, alligábo et, quod infírmum erat, consolidábo et pascam illas in iudício.;"Moi je paîtrai mes brebis, moi, je les ferai reposer,oracle du Seigneur. Je chercherai celle qui était perdue,je ramènerai celle qui était égarée, et je fortifierai cellequi est malade; je les paîtrai avec justice."
