Lectio brevis (Is 49, 1);Lecture brève (Is 49, 1)
Audíte me, ínsulæ, et atténdite, pópuli de longe: Dóminus ab útero vocávit me, de ventre matris meæ recordátus est nóminis mei.;Iles, entendez-moi peuples lointains, soyez attentifs! Le Seigneur m'a appelé dès le sein maternel, dès les entrailles de ma mère il a proclamé mon nom. 
