Lectio brevis (Mic 6, 8);Lecture brève (Mic 6, 8)
Indicátum est tibi, o homo, quid sit bonum et quid Dóminus quærat a te: útique fácere iudícium et dilígere caritátem et sollícitum ambuláre cum Deo tuo.;"Je t'indiquerai, ô homme, ce qui est bon et ce que le Seigneur demande de toi; c'est de pratiquer la justice, d'aimer la miséricorde, et de marcher avec crainte devant ton Dieu."
