Lectio brevis (1 Io 2, 1b-2);Lecture brève (1 Io 2, 1b-2)
"Advocátum habémus ad Patrem, Iesum Christum iustum; et ipse est propitiátio pro peccátis nostris, non pro nostris autem tantum sed étiam pro totíus mundi.";"Nous avons un avocat auprès du Père, Jésus-Christ, le juste. Il est lui-même une victime de propitiation pour nos péchés, non seulement pour les nôtres, mais pour ceux du monde entier.
"
