Lectio brevis (Cf. 1 Th 3, 12-13);Lecture brève (Cf. 1 Th 3, 12-13)
Abundáre vos fáciat Dóminus caritáte in invicem et in omnes, quemádmodum et nos in vos, ad confirmánda corda vestra sine queréla in sanctitáte ante Deum et Patrem nostrum, in advéntu Dómini nostri Iesu cum ómnibus sanctis eius. ;"Et vous, puisse le Seigneur faire croître et abonder votre charité les uns envers les autres et envers tous les hommes, telle qu'est la nôtre envers vous. Qu'il affermisse vos c&oelig;urs, qu'il les rendre irréprochables en sainteté devant notre Dieu et Père, au jour où notre Seigneur Jésus viendra avec tous ses saints! "
