Lectio brevis (Sir 2, 18-19);Lecture brève  (Sir 2, 15-16)
"Qui timent Dóminum non erunt incredíbiles verbo illíus; et qui díligunt illum, conservábunt viam illíus. Qui timent Dóminum, inquírent quæ beneplácita sunt ei; et qui díligunt eum, replebúntur lege ipsíus. ";Ceux qui craignent le Seigneur ne sont pas indociles à ses paroles, et ceux qui l'aiment gardent fidèlement ses voies. Ceux qui craignent le Seigneur cherchent son bon plaisir, et ceux qui l'aiment se rassasient de sa loi.
