Lectio brevis (Ier 15, 16);Lecture brève (Ier 15, 16)
Invénti sunt sermónes tui, et comédi eos, et factum est mihi verbum tuum in gáudium et in lætítiam cordis mei, quóniam invocátum est nomen tuum super me, Dómine Deus exercítuum..;"Quand je rencontrais tes paroles, Seigneur, je les dévorais; elles faisaient ma joie, les délices de mon coeur, parce que ton nom a été invoqué sur moi, Seigneur, Dieu de l'univers."
