Lectio brevis (Ier 30, 21a. 22);Lecture brève (Jer 30, 21a. 22)
"Hæc dicit Dóminus: Erit dux eius ex Iacob, et princeps de médio eius procédet; et applicábo eum, et accédet ad me. Et éritis mihi in pópulum, et ego ero vobis inDeum. ";"Voici ce que dit le Seigneur : son chef sera de Jacob, et son dominateur sortira de son sein; Je le ferai venir et il s'approchera de moi. Et vous serez mon peuple, et je serai votre Dieu. "
