Lectio brevis (Eph 3, 20-21);Lecture brève (Eph 3, 20-21)
Deo, qui potens est supra ómnia fácere superabundánter quam pétimus aut intellégimus, secúndum virtútem, quæ operátur in nobis, ipsi glória in ecclésia et in Christo Iesu in omnes generatiónes sæculi sæculórum. Amen.;Gloire à celui qui a le pouvoir de réaliser en nous par sa puissance infiniment plus que nous ne pouvons demander ou même imaginer, gloire à lui dans l'Église et dans le Christ Jésus pour toutes les générations dans les siècles des siècles. Amen.
