Lectio brevis (Cf. Is 49, 5a-6b);Lecture brève (Cf. Is 49, 5a-6b)
Dicit Dóminus, qui formávit me ex útero servum sibi: Dabo te in lucem géntium, ut sit salus mea usque ad extrémum terræ.;"Le Seigneur parle, lui qui m'a formé dès le sein de ma mère pour être son Serviteur ; je t'établirai lumière des nations, pour que mon salut arrive jusqu'aux extrémités de la terre."
