Lectio brevis (Cf. 2 Cor 4, 10-11);Lecture brève (Cf. 2 Cor 4, 10-11)
Semper mortificatiónem Iesu in córpore circumférimus ut et vita Iesu in córpore nostro manifestétur. Semper enim nos, qui vívimus, in mortem trádimur propter Iesum, ut et vita Iesu manifestétur in carne nostra mortáli.;Nous portons toujours avec nous dans notre corps la mort de Jésus, afin que la vie de Jésus soit aussi manifestée dans notre corps. Car nous qui vivons, nous sommes sans cesse livrés à la mort à cause de Jésus, afin que la vie de Jésus soit aussi manifestée dans notre chair mortelle. 
