Lectio brevis (Ez 34, 11-12);Lecture brève (Ez 34, 11-12)
Ecce ego ipse requíram oves meas et visitábo eas. Sicut vísitat pastor gregem suum in die, quando fúerit in médio óvium suárum dissipatárum, sic visitábo oves meas et liberábo eas de ómnibus locis, in quibus dispérsæ fúerant.;Je veux moi-même prendre souci de mes brebis, et je les passerai en revue. Comme un pasteur passe en revue son troupeau, au jour où il se trouve au milieu de ses brebis éparses, ainsi je passerai en revue mes brebis, et je les retirerai de tous les lieux où elles ont été dispersées, en un jour de nuages et de ténèbres.
