Lectio brevis (Act 2, 32. 36);Lecture brève (Act 2, 32. 36)
Iesum resuscitávit Deus, cuius omnes nos testes sumus. Certíssime ergo sciat omnis domus Israel quia et Dóminum eum et Christum Deus fecit hunc Iesum, quem vos crucifixístis.;C'est ce Jésus que Dieu a ressuscité: nous en sommes tous témoins. Que toute la maison d'Israël sache donc avec certitude que Dieu l'a fait et Seigneur et Christ, ce Jésus que vous avez crucifié. 
