Lectio brevis (Col 3, 16);Lecture brève (Col 3, 16)
Verbum Christi hábitet in vobis abundánter, in omni sapiéntia docéntes et commonéntes vosmetípsos psalmis, hymnis, cánticis spiritálibus, in grátia cantántes in córdibus vestris Deo.;Que la parole du Christ demeure en vous avec abondance, de telle sorte que vous vous instruisiez et vous avertissiez les uns les autres en toute sagesse : sous l'inspiration de la grâce que vos cœurs s'épanchent vers Dieu en chants, par des psaumes, par des hymnes, par des cantiques spirituels.
