Lectio brevis (Eph 4, 3-6);Lecture brève (Eph 4, 3-6)
"Sollíciti estóte serváre unitátem spíritus in vínculo pacis; unum corpus et unus Spíritus, sicut et vocáti estis in una spe vocatiónis vestræ; unus Dóminus, una fides, unum baptísma; unus Deus et Pater ómnium, qui super omnes et per ómnia et in ómnibus.";Vous efforçant de conserver l'unité de l'esprit par le lien de la paix. Il n'y a qu'un seul corps et un seul Esprit, comme aussi vous avez été appelés par votre vocation à une même espérance. Il n'y a qu'un Seigneur, une foi, un baptême, un Dieu, Père de tous, qui est au-dessus de tous, qui agit par tous, qui est en tous. 
