Lectio brevis (Is 53, 11b-12);Lecture brève (Is 53, 11b-12)
"Iustificábit iustus servus meus multos et iniquitátes eórum ipse portábit. Ideo dispértiam ei multos, et cum fórtibus dívidet spólia, pro eo quod trádidit in mortem ánimam suam et cum scelerátis reputátus est; et ipse peccátum multórum tulit et pro transgressóribus rogat. ";Par sa connaissance, le juste, mon serviteur, justifiera les multitudes en s'accablant lui-même de leurs fautes. C'est pourquoi il aura sa part parmi les multitudes, et avec les puissants il partagera le butin, parce qu'il s'est livré lui-même à la mort et qu'il a été compté parmi les criminels, alors qu'il portait le péché des multitudes et qu'il intercédait pour les criminels.
