Lectio brevis (Col 2, 9. 10a. 12);Lecture brève (Col 2, 9. 10a. 12)
In Christo inhábitat omnis plenitúdo divinitátis corporáliter, et estis in illo repléti, consepúlti ei in baptísmo, in quo et conresuscitáti estis per fidem operatiónis Dei, qui suscitávit illum a mórtuis.;Car en lui habite corporellement toute la plénitude de la divinité. En lui vous avez tout pleinement, ensevelis avec lui dans le baptême, vous avez été dans le même baptême ressuscités avec lui par votre foi à l'action de Dieu, qui l'a ressuscité d'entre les morts.
