Lectio brevis (Mic 5, 3 4a);Lecture brève (Mic 5, 3 4a)
"Dominátor in Israel stabit et pascet in fortitúdine Dómini, in sublimitáte nóminis Dómini Dei sui; et habitábunt secúre, quia nunc magnus erit usque ad términos terræ, et erit iste pax. ";"Il se tiendra ferme, et il paîtra ses brebis, dans la force de Yahweh, dans la majesté du nom de Yahweh, son Dieu; et on demeurera en sécurité, car maintenant il sera grand, jusqu'aux extrémités de la terre.
C'est lui qui sera la paix."
