Lectio brevis (Cf. Col 1, 12-13);Lecture brève (Cf. Col 1, 12-13)
"Grátias ágimus Patri, qui idóneos nos fecit in partem sortis sanctórum in lúmine; qui erípuit nos de potestáte tenebrárum et tránstulit in regnum Fílii dilectiónis suæ.";Rendons grâces au Père, qui nous a rendus capables d'avoir part à l'héritage des saints dans la lumière, en nous délivrant de la puissance des ténèbres, pour nous transporter dans le royaume de son Fils bien-aimé.
