Lectio brevis (1 Petr 1,15-16);Lecture brève (1 Petr 1,15-16)
Secundum eum, qui vocavit vos, sanctum, et ipsi sancti in omni conversatione sitis, quoniam scriptum est: “Sancti eritis, quia ego sanctus sum”.;A l'imitation du Saint qui vous a appelés, vous-mêmes aussi soyez saints dans toute votre conduite, car il est écrit: Soyez saints, parce que je suis saint.
