Lectio brevis (Sap 1, 13-15);Lecture brève (Col 3, 12-13)
"Deus mortem non fecit, nec lætátur in perditióne vivórum; creávit enim, ut essent ómnia, et sanábiles sunt generatiónes orbis terrárum, et non est in illis medicaméntum extermínii, nec inferórum regnum in terra: iustítia enim est immortális.";"Dieu n'a pas fait la mort, il ne se réjouit pas de voir mourir les êtres vivants. Il a créé toutes choses pour qu'elles subsistent; ce qui naît dans le monde est bienfaisant, et l'on n'y trouve pas le poison qui fait mourir. La puissance de la mort ne règne pas sur la terre, car la justice est immortelle."
