Lectio brevis (1 Cor 12, 4-6);Lecture brève (1 Cor 12, 4-6)
"Divisiónes gratiárum sunt, idem autem Spíritus; et divisiónes ministratiónum sunt, idem autem Dóminus; et divisiónes operatiónum sunt, idem vero Deus, qui operátur ómnia in ómnibus.";Les dons de la grâce sont variés, mais c'est toujours le même Esprit. Les fonctions dans l'Église sont variées, mais c'est toujours le même Seigneur. Les activités sont variées, mais c'est toujours le même Dieu qui agit en tous.
