Lectio brevis (Rom 15, 3);Lecture brève (Rom 15, 3)
Christus non sibi plácuit, sed sicut scriptum est: Impropéria improperántium tibi cecidérunt super me.;"Le Christ n'a pas eu de complaisance pour lui-même; mais, selon qu'il est écrit : Les outrages de ceux qui t'outragent sont tombés sur moi."
