Lectio brevis (Is 30, 15. 18);Lecture brève (Is 30, 15. 18)
"Hæc dixit Dóminus Deus, Sanctus Israel: «In conversióne et quiéte salvi éritis; in siléntio et in spe erit fortitúdo vestra». Proptérea exspéctat Dóminus, ut misereátur vestri, et ídeo exaltábitur parcens vobis, quia Deus iudícii Dóminus; beáti omnes, qui exspéctant eum.";"Ainsi a parlé le Seigneur Dieu, le Saint d'Israël: Par la conversion et une paisible attente vous seriez sauvés; dans le repos et la confiance serait votre force. C'est pourquoi le Seigneur attend pour vous faire grâce, c'est pourquoi il se lèvera pour vous faire miséricorde; car le Seigneur est un Dieu juste. Heureux tous ceux qui espèrent en lui! "
