Lectio brevis (Rom 5, 20b-21);Lecture brève (Rom 5, 20b-21)
Ubi abundávit peccátum, superabundávit grátia, ut sicut regnávit peccátum in morte, ita et grátia regnet per iustítiam in vitam ætérnam per Iesum Christum Dóminum nostrum.;Là où le péché a abondé, la grâce a surabondé, afin que, comme le péché a régné par la mort, ainsi la grâce régnât par la justice pour la vie éternelle, par Jésus-Christ Notre-Seigneur.
