Lectio brevis (Act 6, 2b-5a);Lecture brève  (Act 6, 2b-5a)
"Non est æquum nos derelinquéntes verbum Dei ministráre mensis; consideráte vero, fratres, viros ex vobis boni testimónii septem plenos Spíritu et sapiéntia, quos constituémus super hoc opus; nos vero oratióni et ministério verbi instántes érimus. Et plácuit sermo coram omni multitúdine.";"Il ne convient pas que nous délaissions la parole de Dieu pour servir aux tables. Cherchez donc parmi vous, frères, sept hommes de bon renom, remplis d'Esprit et de sagesse, que nous établirons dans cet office. Quant à nous, nous serons assidus à la prière et au ministère de la parole. "" Ce discours plut à toute l'assemblée. """
