Lectio brevis (Act 10, 36);Lecture brève (Act 10, 36)
"Verbum misit Deus fíliis Israel evangelízans pacem per Iesum Christum; hic est ómnium Dóminus.";Il a envoyé la parole aux fils d'Israël, en annonçant la paix par Jésus-Christ: c'est lui qui est Seigneur de tous.
