Lectio brevis (1 Petr 1, 17b-19);Lecture brève (1 P 1, 18-19)
In timóre incolátus vestri témpore conversámini, sciéntes quod non corruptibílibus argénto vel auro redémpti estis, sed pretióso sánguine quasi Agni incontamináti et immaculáti Christi.;Vivez dans la crainte pendant le temps de votre séjour comme étrangers ici-bas: sachant que vous avez été affranchis non par des choses périssables, de l'argent ou de l'or, mais par un sang précieux, celui de l'agneau sans défaut et sans tache, le sang du Christ.
