Lectio brevis (Tit 3, 4-5);Lecture brève (Tit 3, 4-5)
Appáruit benígnitas et humánitas salvatóris nostri Dei, non ex opéribus iustítiæ, quæ fécimus nos, sed secúndum suam misericórdiam salvos nos fecit per lavácrum regeneratiónis et renovatiónis Spíritus Sancti. ;"Lorsque Dieu notre Sauveur a fait paraître sa bonté et son amour pour les hommes, il nous a sauvés, non à cause des &oelig;uvres de justice que nous faisions, mais selon sa miséricorde, par le bain de la régénération et en nous renouvelant par le Saint-Esprit."
