Lectio brevis (Sap 3, 1-2a. 3B);Lecture brève (Sg 3, 1-2a. 3B)
"Iustórum ánimæ in manu Dei sunt, et non tanget illos torméntum mortis. Visi sunt óculis insipiéntium mori; illi autem sunt in pace.";Les âmes des justes sont dans la main de Dieu, et le tourment ne les atteindra pas. Aux yeux des insensés, ils paraissent être morts, mais ils sont dans la paix.
