Lectio brevis (Is 1, 16-18);Lecture brève (Is 1, 16-18)
"Lavámini, mundi estóte, auférte malum cogitatiónum vestrárum ab óculis meis; quiéscite ágere pervérse, díscite benefácere: quærite iudícium, subveníte opprésso, iudicáte pupíllo, deféndite víduam. Et veníte et iudício contendámus, dicit Dóminus. Si fúerint peccáta vestra ut cóccinum, quasi nix dealbabúntur; et si fúerint rubra quasi vermículus, velut lana erunt.";"Lavez-vous, purifiez-vous; Otez la malice de vos actions de devant mes yeux ; cessez de mal faire, apprenez à bien faire; recherchez la justice, redressez l'oppresseur, faites droit à l'orphelin, défendez la veuve.Venez et discutons ensemble. Si vos péchés sont comme l'écarlate, ils deviendront blancs comme la neige! s'ils sont rouges comme la pourpre, ils deviendront comme la laine. "
