Lectio brevis (Prov 2, 7-8);Lecture brève  (Prov 2, 7-8)
Thesaurizábit rectóribus sollértiam et clípeus erit gradiéntibus simplíciter servans sémitas iustítiæ et vias sanctórum custódiens. ;"Il garde le bonheur pour les hommes droits, il est un bouclier pour ceux qui marchent dans la perfection ; il protége les sentiers de l'équité, il veille sur la voie de ses fidèles."
