Lectio brevis (Rom 13, 13-14a);Lecture brève (Rom 13, 13-14a)
"Sicut in die honeste ambulemus: non in comissationibus et ebrietatibus, non in cubilibus et impudicitiis, non in contentione et aemulatione; sed induite Dominum Iesum Christum.";Marchons honnêtement, comme en plein jour, ne nous laissant point aller aux excès de la table et du vin, à la luxure et à l'impudicité, aux querelles et aux jalousies. Mais revêtez-vous du Seigneur Jésus-Christ.
