Lectio brevis (Is 45, 8);Lecture brève (Is 45, 8)
"Roráte, cæli, désuper, et nubes pluant iustítiam; aperiátur terra et gérminet salvatiónem; et iustítia oriátur simul.";"Cieux, répandez d'en haut votre rosée, et que les nuées fassent pleuvoir la justice ; que la terre s'ouvre et produise le salut, qu'elle fasse germer la justice en même temps."
