Lectio brevis (Am 4, 13);Lecture brève (Am 4, 13)
"Ecce formans montes et creans ventum et annúntians hómini cogitatiónem eius, faciens auróram et ténebras et grádiens super excélsa terræ; Dóminus, Deus exercítuum, nomen eius.";C'est lui qui a formé les montagnes, et qui a créé le vent, qui fait connaître à l'homme quelle est sa pensée. qui fait de l'aurore les ténèbres, et qui marche sur les sommets de la terre ! Le Seigneur, le Dieu des armées, est son nom.
