Lectio brevis (2 Cor 4, 13-14);Lecture brève (2 Cor 4, 13-14)
Habéntes eúndem spíritum fídei, sicut scriptum est: Crédidi, propter quod locútus sum, et nos crédimus, propter quod et lóquimur, sciéntes quóniam, qui suscitávit Dóminum Iesum, et nos cum Iesu suscitábit et constítuet vobíscum.;
