Lectio brevis (1 Cor 6, 19-20);Lecture brève (1 Cor 6, 19-20)
Nescítis quóniam corpus vestrum templum est Spíritus Sancti, qui in vobis est, quem habétis a Deo, et non estis vestri? Empti enim estis prétio! Glorificáte ergo Deum in córpore vestro.;Ne savez-vous pas que votre corps est le temple du Saint-Esprit qui est en vous, que vous avez reçu de Dieu, et que vous n'êtes plus à vous-mêmes? Car vous avez été rachetés à prix. Glorifiez donc Dieu dans votre corps.
