Lectio brevis (1 Io 4, 14-15);Lecture brève (1 Io 4, 14-15)
Nos vídimus et testificámur quóniam Pater misit Fílium salvatórem mundi. Quisque conféssus fúerit: Iesus est Fílius Dei, Deus in ipso manet, et ipse in Deo.;Nous qui avons vu, nous attestons que le Père a envoyé son Fils comme Sauveur du monde. Celui qui proclame que Jésus est le Fils de Dieu, Dieu demeure en lui, et lui
